x,y,foregroundColor,backgroundColor,character
68,15,#55F7D0,reset,█
69,15,#560388,reset,█
70,15,#560F40,reset,█
71,15,#561AF8,reset,█
72,15,#5626B0,reset,█
73,15,#563268,reset,█
74,15,#563E20,reset,█
75,15,#5649D8,reset,█
76,15,#565590,reset,█
77,15,#566148,reset,█
78,15,#566D00,reset,█
79,15,#5678B8,reset,█
80,15,#568470,reset,█
81,15,#569028,reset,█
82,15,#569BE0,reset,█
83,15,#56A798,reset,█
84,15,#56B350,reset,█
85,15,#56BF08,reset,█
86,15,#56CAC0,reset,█
87,15,#56D678,reset,█
88,15,#56E230,reset,█
89,15,#56EDE8,reset,█
90,15,#56F9A0,reset,█
91,15,#570558,reset,█
92,15,#571110,reset,█
93,15,#571CC8,reset,█
94,15,#572880,reset,█
95,15,#573438,reset,█
96,15,#573FF0,reset,█
97,15,#574BA8,reset,█
98,15,#575760,reset,█
99,15,#576318,reset,█
100,15,#576ED0,reset,█
101,15,#577A88,reset,█
102,15,#578640,reset,█
103,15,#5791F8,reset,█
104,15,#579DB0,reset,█
105,15,#57A968,reset,█
106,15,#57B520,reset,█
107,15,#57C0D8,reset,█
108,15,#57CC90,reset,█
109,15,#57D848,reset,█
110,15,#57E400,reset,█
111,15,#57EFB8,reset,█
112,15,#57FB70,reset,█
113,15,#580728,reset,█
114,15,#5812E0,reset,█
115,15,#581E98,reset,█
116,15,#582A50,reset,█
117,15,#583608,reset,█
118,15,#5841C0,reset,█
119,15,#584D78,reset,█
120,15,#585930,reset,█
121,15,#5864E8,reset,█
122,15,#5870A0,reset,█
123,15,#587C58,reset,█
124,15,#588810,reset,█
125,15,#5893C8,reset,█
126,15,#589F80,reset,█
127,15,#58AB38,reset,█
128,15,#58B6F0,reset,█
129,15,#58C2A8,reset,█
130,15,#58CE60,reset,█
131,15,#58DA18,reset,█
132,15,#58E5D0,reset,█
133,15,#58F188,reset,█
134,15,#58FD40,reset,█
135,15,#5908F8,reset,█
136,15,#5914B0,reset,█
137,15,#592068,reset,█
138,15,#592C20,reset,█
139,15,#5937D8,reset,█
140,15,#594390,reset,█
141,15,#594F48,reset,█
142,15,#595B00,reset,█
143,15,#5966B8,reset,█
144,15,#597270,reset,█
145,15,#597E28,reset,█
146,15,#5989E0,reset,█
147,15,#599598,reset,█
148,15,#59A150,reset,█
149,15,#59AD08,reset,█
150,15,#59B8C0,reset,█
151,15,#59C478,reset,█
152,15,#59D030,reset,█
153,15,#59DBE8,reset,█
154,15,#59E7A0,reset,█
155,15,#59F358,reset,█
156,15,#59FF10,reset,█
157,15,#5A0AC8,reset,█
158,15,#5A1680,reset,█
159,15,#5A2238,reset,█
160,15,#5A2DF0,reset,█
161,15,#5A39A8,reset,█
162,15,#5A4560,reset,█
163,15,#5A5118,reset,█
164,15,#5A5CD0,reset,█
165,15,#5A6888,reset,█
166,15,#5A7440,reset,█
167,15,#5A7FF8,reset,█
168,15,#5A8BB0,reset,█
169,15,#5A9768,reset,█
170,15,#5AA320,reset,█
171,15,#5AAED8,reset,█
172,15,#5ABA90,reset,█
173,15,#5AC648,reset,█
174,15,#5AD200,reset,█
175,15,#5ADDB8,reset,█
176,15,#5AE970,reset,█
177,15,#5AF528,reset,█
178,15,#5B00E0,reset,█
179,15,#5B0C98,reset,█
180,15,#5B1850,reset,█
0,16,#5B2408,reset,█
1,16,#5B2FC0,reset,█
2,16,#5B3B78,reset,█
3,16,#5B4730,reset,█
4,16,#5B52E8,reset,█
5,16,#5B5EA0,reset,█
6,16,#5B6A58,reset,█
7,16,#5B7610,reset,█
8,16,#5B81C8,reset,█
9,16,#5B8D80,reset,█
10,16,#5B9938,reset,█
11,16,#5BA4F0,reset,█
12,16,#5BB0A8,reset,█
13,16,#5BBC60,reset,█
14,16,#5BC818,reset,█
15,16,#5BD3D0,reset,█
16,16,#5BDF88,reset,█
17,16,#5BEB40,reset,█
18,16,#5BF6F8,reset,█
19,16,#5C02B0,reset,█
20,16,#5C0E68,reset,█
21,16,#5C1A20,reset,█
22,16,#5C25D8,reset,█
23,16,#5C3190,reset,█
24,16,#5C3D48,reset,█
25,16,#5C4900,reset,█
26,16,#5C54B8,reset,█
27,16,#5C6070,reset,█
28,16,#5C6C28,reset,█
29,16,#5C77E0,reset,█
30,16,#5C8398,reset,█
31,16,#5C8F50,reset,█
32,16,#5C9B08,reset,█
33,16,#5CA6C0,reset,█
34,16,#5CB278,reset,█
35,16,#5CBE30,reset,█
36,16,#5CC9E8,reset,█
37,16,#5CD5A0,reset,█
38,16,#5CE158,reset,█
39,16,#5CED10,reset,█
40,16,#5CF8C8,reset,█
41,16,#5D0480,reset,█
42,16,#5D1038,reset,█
43,16,#5D1BF0,reset,█
44,16,#5D27A8,reset,█
45,16,#5D3360,reset,█
46,16,#5D3F18,reset,█
47,16,#5D4AD0,reset,█
48,16,#5D5688,reset,█
49,16,#5D6240,reset,█
50,16,#5D6DF8,reset,█
51,16,#5D79B0,reset,█
52,16,#5D8568,reset,█
53,16,#5D9120,reset,█
54,16,#5D9CD8,reset,█
55,16,#5DA890,reset,█
56,16,#5DB448,reset,█
57,16,#5DC000,reset,█
58,16,#5DCBB8,reset,█
59,16,#5DD770,reset,█
60,16,#5DE328,reset,█
61,16,#5DEEE0,reset,█
62,16,#5DFA98,reset,█
63,16,#5E0650,reset,█
64,16,#5E1208,reset,█
65,16,#5E1DC0,reset,█
66,16,#5E2978,reset,█
67,16,#5E3530,reset,█
68,16,#5E40E8,reset,█
69,16,#5E4CA0,reset,█
70,16,#5E5858,reset,█
71,16,#5E6410,reset,█
72,16,#5E6FC8,reset,█
73,16,#5E7B80,reset,█
74,16,#5E8738,reset,█
75,16,#5E92F0,reset,█
76,16,#5E9EA8,reset,█
77,16,#5EAA60,reset,█
78,16,#5EB618,reset,█
79,16,#5EC1D0,reset,█
80,16,#5ECD88,reset,█
81,16,#5ED940,reset,█
82,16,#5EE4F8,reset,█
83,16,#5EF0B0,reset,█
84,16,#5EFC68,reset,█
85,16,#5F0820,reset,█
86,16,#5F13D8,reset,█
87,16,#5F1F90,reset,█
88,16,#5F2B48,reset,█
89,16,#5F3700,reset,█
90,16,#5F42B8,reset,█
91,16,#5F4E70,reset,█
92,16,#5F5A28,reset,█
93,16,#5F65E0,reset,█
94,16,#5F7198,reset,█
95,16,#5F7D50,reset,█
96,16,#5F8908,reset,█
97,16,#5F94C0,reset,█
98,16,#5FA078,reset,█
99,16,#5FAC30,reset,█
100,16,#5FB7E8,reset,█
101,16,#5FC3A0,reset,█
102,16,#5FCF58,reset,█
103,16,#5FDB10,reset,█
104,16,#5FE6C8,reset,█
105,16,#5FF280,reset,█
106,16,#5FFE38,reset,█
107,16,#6009F0,reset,█
108,16,#6015A8,reset,█
109,16,#602160,reset,█
110,16,#602D18,reset,█
111,16,#6038D0,reset,█
112,16,#604488,reset,█
113,16,#605040,reset,█
114,16,#605BF8,reset,█
115,16,#6067B0,reset,█
116,16,#607368,reset,█
117,16,#607F20,reset,█
118,16,#608AD8,reset,█
119,16,#609690,reset,█
120,16,#60A248,reset,█
121,16,#60AE00,reset,█
122,16,#60B9B8,reset,█
123,16,#60C570,reset,█
124,16,#60D128,reset,█
125,16,#60DCE0,reset,█
126,16,#60E898,reset,█
127,16,#60F450,reset,█
128,16,#610008,reset,█
129,16,#610BC0,reset,█
130,16,#611778,reset,█
131,16,#612330,reset,█
132,16,#612EE8,reset,█
133,16,#613AA0,reset,█
134,16,#614658,reset,█
135,16,#615210,reset,█
136,16,#615DC8,reset,█
137,16,#616980,reset,█
138,16,#617538,reset,█
139,16,#6180F0,reset,█
140,16,#618CA8,reset,█
141,16,#619860,reset,█
142,16,#61A418,reset,█
143,16,#61AFD0,reset,█
144,16,#61BB88,reset,█
145,16,#61C740,reset,█
146,16,#61D2F8,reset,█
147,16,#61DEB0,reset,█
148,16,#61EA68,reset,█
149,16,#61F620,reset,█
150,16,#6201D8,reset,█
151,16,#620D90,reset,█
152,16,#621948,reset,█
153,16,#622500,reset,█
154,16,#6230B8,reset,█
155,16,#623C70,reset,█
156,16,#624828,reset,█
157,16,#6253E0,reset,█
158,16,#625F98,reset,█
159,16,#626B50,reset,█
160,16,#627708,reset,█
161,16,#6282C0,reset,█
162,16,#628E78,reset,█
163,16,#629A30,reset,█
164,16,#62A5E8,reset,█
165,16,#62B1A0,reset,█
166,16,#62BD58,reset,█
167,16,#62C910,reset,█
168,16,#62D4C8,reset,█
169,16,#62E080,reset,█
170,16,#62EC38,reset,█
171,16,#62F7F0,reset,█
172,16,#6303A8,reset,█
173,16,#630F60,reset,█
174,16,#631B18,reset,█
175,16,#6326D0,reset,█
176,16,#633288,reset,█
177,16,#633E40,reset,█
178,16,#6349F8,reset,█
179,16,#6355B0,reset,█
180,16,#636168,reset,█
0,17,#636D20,reset,█
1,17,#6378D8,reset,█
2,17,#638490,reset,█
3,17,#639048,reset,█
4,17,#639C00,reset,█
5,17,#63A7B8,reset,█
6,17,#63B370,reset,█
7,17,#63BF28,reset,█
8,17,#63CAE0,reset,█
9,17,#63D698,reset,█
10,17,#63E250,reset,█
11,17,#63EE08,reset,█
12,17,#63F9C0,reset,█
13,17,#640578,reset,█
14,17,#641130,reset,█
15,17,#641CE8,reset,█
16,17,#6428A0,reset,█
17,17,#643458,reset,█
18,17,#644010,reset,█
19,17,#644BC8,reset,█
20,17,#645780,reset,█
21,17,#646338,reset,█
22,17,#646EF0,reset,█
23,17,#647AA8,reset,█
24,17,#648660,reset,█
25,17,#649218,reset,█
26,17,#649DD0,reset,█
27,17,#64A988,reset,█
28,17,#64B540,reset,█
29,17,#64C0F8,reset,█
30,17,#64CCB0,reset,█
31,17,#64D868,reset,█
32,17,#64E420,reset,█
33,17,#64EFD8,reset,█
34,17,#64FB90,reset,█
35,17,#650748,reset,█
36,17,#651300,reset,█
37,17,#651EB8,reset,█
38,17,#652A70,reset,█
39,17,#653628,reset,█
40,17,#6541E0,reset,█
41,17,#654D98,reset,█
42,17,#655950,reset,█
43,17,#656508,reset,█
44,17,#6570C0,reset,█
45,17,#657C78,reset,█
46,17,#658830,reset,█
47,17,#6593E8,reset,█
48,17,#659FA0,reset,█
49,17,#65AB58,reset,█
50,17,#65B710,reset,█
51,17,#65C2C8,reset,█
52,17,#65CE80,reset,█
53,17,#65DA38,reset,█
54,17,#65E5F0,reset,█
55,17,#65F1A8,reset,█
56,17,#65FD60,reset,█
57,17,#660918,reset,█
58,17,#6614D0,reset,█
59,17,#662088,reset,█
60,17,#662C40,reset,█
61,17,#6637F8,reset,█
62,17,#6643B0,reset,█
63,17,#664F68,reset,█
64,17,#665B20,reset,█
65,17,#6666D8,reset,█
66,17,#667290,reset,█
67,17,#667E48,reset,█
68,17,#668A00,reset,█
69,17,#6695B8,reset,█
70,17,#66A170,reset,█
71,17,#66AD28,reset,█
72,17,#66B8E0,reset,█
73,17,#66C498,reset,█
74,17,#66D050,reset,█
75,17,#66DC08,reset,█
76,17,#66E7C0,reset,█
77,17,#66F378,reset,█
78,17,#66FF30,reset,█
79,17,#670AE8,reset,█
80,17,#6716A0,reset,█
81,17,#672258,reset,█
82,17,#672E10,reset,█
83,17,#6739C8,reset,█
84,17,#674580,reset,█
85,17,#675138,reset,█
86,17,#675CF0,reset,█
87,17,#6768A8,reset,█
88,17,#677460,reset,█
89,17,#678018,reset,█
90,17,#678BD0,reset,█
91,17,#679788,reset,█
92,17,#67A340,reset,█
93,17,#67AEF8,reset,█
94,17,#67BAB0,reset,█
95,17,#67C668,reset,█
96,17,#67D220,reset,█
97,17,#67DDD8,reset,█
98,17,#67E990,reset,█
99,17,#67F548,reset,█
100,17,#680100,reset,█
101,17,#680CB8,reset,█
102,17,#681870,reset,█
103,17,#682428,reset,█
104,17,#682FE0,reset,█
105,17,#683B98,reset,█
106,17,#684750,reset,█
107,17,#685308,reset,█
108,17,#685EC0,reset,█
109,17,#686A78,reset,█
110,17,#687630,reset,█
111,17,#6881E8,reset,█
112,17,#688DA0,reset,█
113,17,#689958,reset,█
114,17,#68A510,reset,█
115,17,#68B0C8,reset,█
116,17,#68BC80,reset,█
117,17,#68C838,reset,█
118,17,#68D3F0,reset,█
119,17,#68DFA8,reset,█
120,17,#68EB60,reset,█
121,17,#68F718,reset,█
122,17,#6902D0,reset,█
123,17,#690E88,reset,█
124,17,#691A40,reset,█
125,17,#6925F8,reset,█
126,17,#6931B0,reset,█
127,17,#693D68,reset,█
128,17,#694920,reset,█
129,17,#6954D8,reset,█
130,17,#696090,reset,█
131,17,#696C48,reset,█
132,17,#697800,reset,█
133,17,#6983B8,reset,█
134,17,#698F70,reset,█
135,17,#699B28,reset,█
136,17,#69A6E0,reset,█
137,17,#69B298,reset,█
138,17,#69BE50,reset,█
139,17,#69CA08,reset,█
140,17,#69D5C0,reset,█
141,17,#69E178,reset,█
142,17,#69ED30,reset,█
143,17,#69F8E8,reset,█
144,17,#6A04A0,reset,█
145,17,#6A1058,reset,█
146,17,#6A1C10,reset,█
147,17,#6A27C8,reset,█
148,17,#6A3380,reset,█
149,17,#6A3F38,reset,█
150,17,#6A4AF0,reset,█
151,17,#6A56A8,reset,█
152,17,#6A6260,reset,█
153,17,#6A6E18,reset,█
154,17,#6A79D0,reset,█
155,17,#6A8588,reset,█
156,17,#6A9140,reset,█
157,17,#6A9CF8,reset,█
158,17,#6AA8B0,reset,█
159,17,#6AB468,reset,█
160,17,#6AC020,reset,█
161,17,#6ACBD8,reset,█
162,17,#6AD790,reset,█
163,17,#6AE348,reset,█
164,17,#6AEF00,reset,█
165,17,#6AFAB8,reset,█
166,17,#6B0670,reset,█
167,17,#6B1228,reset,█
168,17,#6B1DE0,reset,█
169,17,#6B2998,reset,█
170,17,#6B3550,reset,█
171,17,#6B4108,reset,█
172,17,#6B4CC0,reset,█
173,17,#6B5878,reset,█
174,17,#6B6430,reset,█
175,17,#6B6FE8,reset,█
176,17,#6B7BA0,reset,█
177,17,#6B8758,reset,█
178,17,#6B9310,reset,█
179,17,#6B9EC8,reset,█
180,17,#6BAA80,reset,█
0,18,#6BB638,reset,█
1,18,#6BC1F0,reset,█
2,18,#6BCDA8,reset,█
3,18,#6BD960,reset,█
4,18,#6BE518,reset,█
5,18,#6BF0D0,reset,█
6,18,#6BFC88,reset,█
7,18,#6C0840,reset,█
8,18,#6C13F8,reset,█
9,18,#6C1FB0,reset,█
10,18,#6C2B68,reset,█
11,18,#6C3720,reset,█
12,18,#6C42D8,reset,█
13,18,#6C4E90,reset,█
14,18,#6C5A48,reset,█
15,18,#6C6600,reset,█
16,18,#6C71B8,reset,█
17,18,#6C7D70,reset,█
18,18,#6C8928,reset,█
19,18,#6C94E0,reset,█
20,18,#6CA098,reset,█
21,18,#6CAC50,reset,█
22,18,#6CB808,reset,█
23,18,#6CC3C0,reset,█
24,18,#6CCF78,reset,█
25,18,#6CDB30,reset,█
26,18,#6CE6E8,reset,█
27,18,#6CF2A0,reset,█
28,18,#6CFE58,reset,█
29,18,#6D0A10,reset,█
30,18,#6D15C8,reset,█
31,18,#6D2180,reset,█
32,18,#6D2D38,reset,█
33,18,#6D38F0,reset,█
34,18,#6D44A8,reset,█
35,18,#6D5060,reset,█
36,18,#6D5C18,reset,█
37,18,#6D67D0,reset,█
38,18,#6D7388,reset,█
39,18,#6D7F40,reset,█
40,18,#6D8AF8,reset,█
41,18,#6D96B0,reset,█
42,18,#6DA268,reset,█
43,18,#6DAE20,reset,█
44,18,#6DB9D8,reset,█
45,18,#6DC590,reset,█
46,18,#6DD148,reset,█
47,18,#6DDD00,reset,█
48,18,#6DE8B8,reset,█
49,18,#6DF470,reset,█
50,18,#6E0028,reset,█
51,18,#6E0BE0,reset,█
52,18,#6E1798,reset,█
53,18,#6E2350,reset,█
54,18,#6E2F08,reset,█
55,18,#6E3AC0,reset,█
56,18,#6E4678,reset,█
57,18,#6E5230,reset,█
58,18,#6E5DE8,reset,█
59,18,#6E69A0,reset,█
60,18,#6E7558,reset,█
61,18,#6E8110,reset,█
62,18,#6E8CC8,reset,█
63,18,#6E9880,reset,█
64,18,#6EA438,reset,█
65,18,#6EAFF0,reset,█
66,18,#6EBBA8,reset,█
67,18,#6EC760,reset,█
68,18,#6ED318,reset,█
69,18,#6EDED0,reset,█
70,18,#6EEA88,reset,█
71,18,#6EF640,reset,█
72,18,#6F01F8,reset,█
73,18,#6F0DB0,reset,█
74,18,#6F1968,reset,█
75,18,#6F2520,reset,█
76,18,#6F30D8,reset,█
77,18,#6F3C90,reset,█
78,18,#6F4848,reset,█
79,18,#6F5400,reset,█
80,18,#6F5FB8,reset,█
81,18,#6F6B70,reset,█
82,18,#6F7728,reset,█
83,18,#6F82E0,reset,█
84,18,#6F8E98,reset,█
85,18,#6F9A50,reset,█
86,18,#6FA608,reset,█
87,18,#6FB1C0,reset,█
88,18,#6FBD78,reset,█
89,18,#6FC930,reset,█
90,18,#6FD4E8,reset,█
91,18,#6FE0A0,reset,█
92,18,#6FEC58,reset,█
93,18,#6FF810,reset,█
94,18,#7003C8,reset,█
95,18,#700F80,reset,█
96,18,#701B38,reset,█
97,18,#7026F0,reset,█
98,18,#7032A8,reset,█
99,18,#703E60,reset,█
100,18,#704A18,reset,█
101,18,#7055D0,reset,█
102,18,#706188,reset,█
103,18,#706D40,reset,█
104,18,#7078F8,reset,█
105,18,#7084B0,reset,█
106,18,#709068,reset,█
107,18,#709C20,reset,█
108,18,#70A7D8,reset,█
109,18,#70B390,reset,█
110,18,#70BF48,reset,█
111,18,#70CB00,reset,█
112,18,#70D6B8,reset,█
113,18,#70E270,reset,█
114,18,#70EE28,reset,█
115,18,#70F9E0,reset,█
116,18,#710598,reset,█
117,18,#711150,reset,█
118,18,#711D08,reset,█
119,18,#7128C0,reset,█
120,18,#713478,reset,█
121,18,#714030,reset,█
122,18,#714BE8,reset,█
123,18,#7157A0,reset,█
124,18,#716358,reset,█
125,18,#716F10,reset,█
126,18,#717AC8,reset,█
127,18,#718680,reset,█
128,18,#719238,reset,█
129,18,#719DF0,reset,█
130,18,#71A9A8,reset,█
131,18,#71B560,reset,█
132,18,#71C118,reset,█
133,18,#71CCD0,reset,█
134,18,#71D888,reset,█
135,18,#71E440,reset,█
136,18,#71EFF8,reset,█
137,18,#71FBB0,reset,█
138,18,#720768,reset,█
139,18,#721320,reset,█
140,18,#721ED8,reset,█
141,18,#722A90,reset,█
142,18,#723648,reset,█
143,18,#724200,reset,█
144,18,#724DB8,reset,█
145,18,#725970,reset,█
146,18,#726528,reset,█
147,18,#7270E0,reset,█
148,18,#727C98,reset,█
149,18,#728850,reset,█
150,18,#729408,reset,█
151,18,#729FC0,reset,█
152,18,#72AB78,reset,█
153,18,#72B730,reset,█
154,18,#72C2E8,reset,█
155,18,#72CEA0,reset,█
156,18,#72DA58,reset,█
157,18,#72E610,reset,█
158,18,#72F1C8,reset,█
159,18,#72FD80,reset,█
160,18,#730938,reset,█
161,18,#7314F0,reset,█
162,18,#7320A8,reset,█
163,18,#732C60,reset,█
164,18,#733818,reset,█
165,18,#7343D0,reset,█
166,18,#734F88,reset,█
167,18,#735B40,reset,█
168,18,#7366F8,reset,█
169,18,#7372B0,reset,█
170,18,#737E68,reset,█
171,18,#738A20,reset,█
172,18,#7395D8,reset,█
173,18,#73A190,reset,█
174,18,#73AD48,reset,█
175,18,#73B900,reset,█
176,18,#73C4B8,reset,█
177,18,#73D070,reset,█
178,18,#73DC28,reset,█
179,18,#73E7E0,reset,█
180,18,#73F398,reset,█
0,19,#73FF50,reset,█
1,19,#740B08,reset,█
2,19,#7416C0,reset,█
3,19,#742278,reset,█
4,19,#742E30,reset,█
5,19,#7439E8,reset,█
6,19,#7445A0,reset,█
7,19,#745158,reset,█
8,19,#745D10,reset,█
9,19,#7468C8,reset,█
10,19,#747480,reset,█
11,19,#748038,reset,█
12,19,#748BF0,reset,█
13,19,#7497A8,reset,█
14,19,#74A360,reset,█
15,19,#74AF18,reset,█
16,19,#74BAD0,reset,█
17,19,#74C688,reset,█
18,19,#74D240,reset,█
19,19,#74DDF8,reset,█
20,19,#74E9B0,reset,█
21,19,#74F568,reset,█
22,19,#750120,reset,█
23,19,#750CD8,reset,█
24,19,#751890,reset,█
25,19,#752448,reset,█
26,19,#753000,reset,█
27,19,#753BB8,reset,█
28,19,#754770,reset,█
29,19,#755328,reset,█
30,19,#755EE0,reset,█
31,19,#756A98,reset,█
32,19,#757650,reset,█
33,19,#758208,reset,█
34,19,#758DC0,reset,█
35,19,#759978,reset,█
36,19,#75A530,reset,█
37,19,#75B0E8,reset,█
38,19,#75BCA0,reset,█
39,19,#75C858,reset,█
40,19,#75D410,reset,█
41,19,#75DFC8,reset,█
42,19,#75EB80,reset,█
43,19,#75F738,reset,█
44,19,#7602F0,reset,█
45,19,#760EA8,reset,█
46,19,#761A60,reset,█
47,19,#762618,reset,█
48,19,#7631D0,reset,█
49,19,#763D88,reset,█
50,19,#764940,reset,█
51,19,#7654F8,reset,█
52,19,#7660B0,reset,█
53,19,#766C68,reset,█
54,19,#767820,reset,█
55,19,#7683D8,reset,█
56,19,#768F90,reset,█
57,19,#769B48,reset,█
58,19,#76A700,reset,█
59,19,#76B2B8,reset,█
60,19,#76BE70,reset,█
61,19,#76CA28,reset,█
62,19,#76D5E0,reset,█
63,19,#76E198,reset,█
64,19,#76ED50,reset,█
65,19,#76F908,reset,█
66,19,#7704C0,reset,█
67,19,#771078,reset,█
68,19,#771C30,reset,█
69,19,#7727E8,reset,█
70,19,#7733A0,reset,█
71,19,#773F58,reset,█
72,19,#774B10,reset,█
73,19,#7756C8,reset,█
74,19,#776280,reset,█
75,19,#776E38,reset,█
76,19,#7779F0,reset,█
77,19,#7785A8,reset,█
78,19,#779160,reset,█
79,19,#779D18,reset,█
80,19,#77A8D0,reset,█
81,19,#77B488,reset,█
82,19,#77C040,reset,█
83,19,#77CBF8,reset,█
84,19,#77D7B0,reset,█
85,19,#77E368,reset,█
86,19,#77EF20,reset,█
87,19,#77FAD8,reset,█
88,19,#780690,reset,█
89,19,#781248,reset,█
90,19,#781E00,reset,█
91,19,#7829B8,reset,█
92,19,#783570,reset,█
93,19,#784128,reset,█
94,19,#784CE0,reset,█
95,19,#785898,reset,█
96,19,#786450,reset,█
97,19,#787008,reset,█
98,19,#787BC0,reset,█
99,19,#788778,reset,█
100,19,#789330,reset,█
101,19,#789EE8,reset,█
102,19,#78AAA0,reset,█
103,19,#78B658,reset,█
104,19,#78C210,reset,█
105,19,#78CDC8,reset,█
106,19,#78D980,reset,█
107,19,#78E538,reset,█
108,19,#78F0F0,reset,█
109,19,#78FCA8,reset,█
110,19,#790860,reset,█
111,19,#791418,reset,█
112,19,#791FD0,reset,█
113,19,#792B88,reset,█
114,19,#793740,reset,█
115,19,#7942F8,reset,█
116,19,#794EB0,reset,█
117,19,#795A68,reset,█
118,19,#796620,reset,█
119,19,#7971D8,reset,█
120,19,#797D90,reset,█
121,19,#798948,reset,█
122,19,#799500,reset,█
123,19,#79A0B8,reset,█
124,19,#79AC70,reset,█
125,19,#79B828,reset,█
126,19,#79C3E0,reset,█
127,19,#79CF98,reset,█
128,19,#79DB50,reset,█
129,19,#79E708,reset,█
130,19,#79F2C0,reset,█
131,19,#79FE78,reset,█
132,19,#7A0A30,reset,█
133,19,#7A15E8,reset,█
134,19,#7A21A0,reset,█
135,19,#7A2D58,reset,█
136,19,#7A3910,reset,█
137,19,#7A44C8,reset,█
138,19,#7A5080,reset,█
139,19,#7A5C38,reset,█
140,19,#7A67F0,reset,█
141,19,#7A73A8,reset,█
142,19,#7A7F60,reset,█
143,19,#7A8B18,reset,█
144,19,#7A96D0,reset,█
145,19,#7AA288,reset,█
146,19,#7AAE40,reset,█
147,19,#7AB9F8,reset,█
148,19,#7AC5B0,reset,█
149,19,#7AD168,reset,█
150,19,#7ADD20,reset,█
151,19,#7AE8D8,reset,█
152,19,#7AF490,reset,█
153,19,#7B0048,reset,█
154,19,#7B0C00,reset,█
155,19,#7B17B8,reset,█
156,19,#7B2370,reset,█
157,19,#7B2F28,reset,█
158,19,#7B3AE0,reset,█
159,19,#7B4698,reset,█
160,19,#7B5250,reset,█
161,19,#7B5E08,reset,█
162,19,#7B69C0,reset,█
163,19,#7B7578,reset,█
164,19,#7B8130,reset,█
165,19,#7B8CE8,reset,█
166,19,#7B98A0,reset,█
167,19,#7BA458,reset,█
168,19,#7BB010,reset,█
169,19,#7BBBC8,reset,█
170,19,#7BC780,reset,█
171,19,#7BD338,reset,█
172,19,#7BDEF0,reset,█
173,19,#7BEAA8,reset,█
174,19,#7BF660,reset,█
175,19,#7C0218,reset,█
176,19,#7C0DD0,reset,█
177,19,#7C1988,reset,█
178,19,#7C2540,reset,█
179,19,#7C30F8,reset,█
180,19,#7C3CB0,reset,█
0,20,#7C4868,reset,█
1,20,#7C5420,reset,█
2,20,#7C5FD8,reset,█
3,20,#7C6B90,reset,█
4,20,#7C7748,reset,█
5,20,#7C8300,reset,█
6,20,#7C8EB8,reset,█
7,20,#7C9A70,reset,█
8,20,#7CA628,reset,█
9,20,#7CB1E0,reset,█
10,20,#7CBD98,reset,█
11,20,#7CC950,reset,█
12,20,#7CD508,reset,█
13,20,#7CE0C0,reset,█
14,20,#7CEC78,reset,█
15,20,#7CF830,reset,█
16,20,#7D03E8,reset,█
17,20,#7D0FA0,reset,█
18,20,#7D1B58,reset,█
19,20,#7D2710,reset,█
20,20,#7D32C8,reset,█
21,20,#7D3E80,reset,█
22,20,#7D4A38,reset,█
23,20,#7D55F0,reset,█
24,20,#7D61A8,reset,█
25,20,#7D6D60,reset,█
26,20,#7D7918,reset,█
27,20,#7D84D0,reset,█
28,20,#7D9088,reset,█
29,20,#7D9C40,reset,█
30,20,#7DA7F8,reset,█
31,20,#7DB3B0,reset,█
32,20,#7DBF68,reset,█
33,20,#7DCB20,reset,█
34,20,#7DD6D8,reset,█
35,20,#7DE290,reset,█
36,20,#7DEE48,reset,█
37,20,#7DFA00,reset,█
38,20,#7E05B8,reset,█
39,20,#7E1170,reset,█
40,20,#7E1D28,reset,█
41,20,#7E28E0,reset,█
42,20,#7E3498,reset,█
43,20,#7E4050,reset,█
44,20,#7E4C08,reset,█
45,20,#7E57C0,reset,█
46,20,#7E6378,reset,█
47,20,#7E6F30,reset,█
48,20,#7E7AE8,reset,█
49,20,#7E86A0,reset,█
50,20,#7E9258,reset,█
51,20,#7E9E10,reset,█
52,20,#7EA9C8,reset,█
53,20,#7EB580,reset,█
54,20,#7EC138,reset,█
55,20,#7ECCF0,reset,█
56,20,#7ED8A8,reset,█
57,20,#7EE460,reset,█
58,20,#7EF018,reset,█
59,20,#7EFBD0,reset,█
60,20,#7F0788,reset,█
61,20,#7F1340,reset,█
62,20,#7F1EF8,reset,█
63,20,#7F2AB0,reset,█
64,20,#7F3668,reset,█
65,20,#7F4220,reset,█
66,20,#7F4DD8,reset,█
67,20,#7F5990,reset,█
68,20,#7F6548,reset,█
69,20,#7F7100,reset,█
70,20,#7F7CB8,reset,█
71,20,#7F8870,reset,█
72,20,#7F9428,reset,█
73,20,#7F9FE0,reset,█
74,20,#7FAB98,reset,█
75,20,#7FB750,reset,█
76,20,#7FC308,reset,█
77,20,#7FCEC0,reset,█
78,20,#7FDA78,reset,█
79,20,#7FE630,reset,█
80,20,#7FF1E8,reset,█
81,20,#7FFDA0,reset,█
82,20,#800958,reset,█
83,20,#801510,reset,█
84,20,#8020C8,reset,█
85,20,#802C80,reset,█
86,20,#803838,reset,█
87,20,#8043F0,reset,█
88,20,#804FA8,reset,█
89,20,#805B60,reset,█
90,20,#806718,reset,█
91,20,#8072D0,reset,█
92,20,#807E88,reset,█
93,20,#808A40,reset,█
94,20,#8095F8,reset,█
95,20,#80A1B0,reset,█
